>,Code,,,,,,made 2023-feb24
>,BHP,,,,,,made 2023-June23
>,CBA,,,,,,
>,CSL,,,,,,
>,NAB,,,,,,
>,WBC,,,,,,
>,ANZ,,,,,,
>,MQG,,,,,,
>,WDS,,,,,,
>,FMG,,,,,,
>,WES,,,,,,
>,TLS,,,,,,
>,WOW,,,,,,
>,TCL,,,,,,
>,RIO,,,,,,
>,GMG,,,,,,
>,WTC,,,,,,
>,ALL,,,,,,
>,STO,,,,,,
>,COL,,,,,,
>,NCM,,,,,,
>,QBE,,,,,,
>,BXB,,,,,,
>,REA,,,,,,
>,S32,,,,,,
>,JHX,,,,,,
>,SUN,,,,,,
>,XRO,,,,,,
>,SHL,,,,,,
>,COH,,,,,,
>,PLS,,,,,,
>,ORG,,,,,,
>,NST,,,,,,
>,MIN,,,,,,
>,CPU,,,,,,
>,IAG,,,,,,
>,SCG,,,,,,
>,RMD,,,,,,
>,RHC,,,,,,
>,FPH,,,,,,
>,VAS,,,,,,
>,REH,,,,,,
>,ASX,,,,,,
>,APA,,,,,,
>,SOL,,,,,,
>,TLC,,,,,,
>,QAN,,,,,,
>,IGO,,,,,,
>,AIA,,,,,,
>,EDV,,,,,,
>,AKE,,,,,,
>,MPL,,,,,,
>,SGP,,,,,,
>,AMC,,,,,,
>,TPG,,,,,,
>,BSL,,,,,,
>,SVW,,,,,,
>,MGR,,,,,,
>,ALX,,,,,,
>,CAR,,,,,,
>,AFI,,,,,,
>,SPK,,,,,,
>,DXS,,,,,,
>,VCX,,,,,,
>,WOR,,,,,,
>,TWE,,,,,,
>,MCY,,,,,,
>,GPT,,,,,,
>,SEK,,,,,,
>,AGL,,,,,,
>,ALD,,,,,,
>,AZJ,,,,,,
>,MGOC,,,,,,
>,IFT,,,,,,
>,PME,,,,,,
>,ORI,,,,,,
>,ARG,,,,,,
>,LYC,,,,,,
>,LTR,,,,,,
>,NXT,,,,,,
>,EBO,,,,,,
>,SDF,,,,,,
>,MEZ,,,,,,
>,IEL,,,,,,
>,EVN,,,,,,
>,VGS,,,,,,
>,YAL,,,,,,
>,WHC,,,,,,
>,CWY,,,,,,
>,IVV,,,,,,
>,ALQ,,,,,,
>,IPL,,,,,,
>,CHC,,,,,,
>,TNE,,,,,,
>,QUB,,,,,,
>,LLC,,,,,,
>,BEN,,,,,,
>,ILU,,,,,,
>,STW,,,,,,
>,ALU,,,,,,
>,VEA,,,,,,
>,NHC,,,,,,
>,JBH,,,,,,
>,CGF,,,,,,
>,BLD,,,,,,
>,NHF,,,,,,
>,IOZ,,,,,,
>,BKW,,,,,,
>,FLT,,,,,,
>,GQG,,,,,,
>,HVN,,,,,,
>,AWC,,,,,,
>,TLX,,,,,,
>,DMP,,,,,,
>,FBU,,,,,,
>,QUAL,,,,,,
>,BOQ,,,,,,
>,A2M,,,,,,
>,MTS,,,,,,
>,NWL,,,,,,
>,VTS,,,,,,
>,CNU,,,,,,
>,ANN,,,,,,
>,NEC,,,,,,
>,AMP,,,,,,
>,APE,,,,,,
>,RWC,,,,,,
>,AAA,,,,,,
>,NDQ,,,,,,
>,PMV,,,,,,
>,NSR,,,,,,
>,BPT,,,,,,
>,CIA,,,,,,
>,AUB,,,,,,
>,A200,,,,,,
>,CLW,,,,,,
>,SQ2,,,,,,
>,VHY,,,,,,
>,SGM,,,,,,
>,GOLD,,,,,,
>,PPT,,,,,,
>,SFR,,,,,,
>,ORA,,,,,,
>,BRG,,,,,,
>,AVZ,,,,,,
>,IOO,,,,,,
>,NIC,,,,,,
>,CTD,,,,,,
>,GNE,,,,,,
>,WEB,,,,,,
>,RGN,,,,,,
>,ZIM,,,,,,
>,DOW,,,,,,
>,CRN,,,,,,
>,CHN,,,,,,
>,ETHI,,,,,,
>,TAH,,,,,,
>,VEU,,,,,,
>,CSR,,,,,,
>,VNT,,,,,,
>,SUL,,,,,,
>,AIZ,,,,,,
>,HDN,,,,,,
>,SMR,,,,,,
>,DRR,,,,,,
>,ABP,,,,,,
>,PXA,,,,,,
>,BWP,,,,,,
>,VGAD,,,,,,
>,BFL,,,,,,
>,PRU,,,,,,
>,MGF,,,,,,
>,VAP,,,,,,
>,ARB,,,,,,
>,HYGG,,,,,,
>,DHG,,,,,,
>,GOZ,,,,,,
>,HUB,,,,,,
>,CQR,,,,,,
>,PDN,,,,,,
>,DEG,,,,,,
>,BAP,,,,,,
>,SNZ,,,,,,
>,VDHG,,,,,,
>,CIP,,,,,,
>,VUK,,,,,,
>,EVT,,,,,,
>,LOV,,,,,,
>,HBRD,,,,,,
>,IRE,,,,,,
>,APM,,,,,,
>,KLS,,,,,,
>,NUF,,,,,,
>,PNI,,,,,,
>,IFL,,,,,,
>,IAF,,,,,,
>,IPH,,,,,,
>,MVW,,,,,,
>,BKL,,,,,,
>,CEN,,,,,,
>,WPR,,,,,,
>,SYA,,,,,,
>,HLS,,,,,,
>,IVC,,,,,,
>,WLE,,,,,,
>,LSF,,,,,,
>,CXO,,,,,,
>,GOR,,,,,,
>,PSI,,,,,,
>,SGR,,,,,,
>,MXT,,,,,,
>,GNC,,,,,,
>,HMC,,,,,,
>,INA,,,,,,
>,MFG,,,,,,
>,MAQ,,,,,,
>,CMM,,,,,,
>,VAF,,,,,,
>,WAM,,,,,,
>,NEU,,,,,,
>,SKC,,,,,,
>,ABC,,,,,,
>,LIC,,,,,,
>,MFF,,,,,,
>,RRL,,,,,,
>,360,,,,,,
>,DDR,,,,,,
>,BGL,,,,,,
>,WBT,,,,,,
>,NAN,,,,,,
>,JLG,,,,,,
>,BKI,,,,,,
>,CMW,,,,,,
>,CDA,,,,,,
>,DBI,,,,,,
>,UMG,,,,,,
>,ARF,,,,,,
>,CCP,,,,,,
>,CGC,,,,,,
>,OCL,,,,,,
>,JDO,,,,,,
>,CNI,,,,,,
>,RMS,,,,,,
>,IXJ,,,,,,
>,LFS,,,,,,
>,EMR,,,,,,
>,AUI,,,,,,
>,GUD,,,,,,
>,MMS,,,,,,
>,MND,,,,,,
>,STX,,,,,,
>,LFG,,,,,,
>,MP1,,,,,,
>,IHVV,,,,,,
>,KAR,,,,,,
>,BOE,,,,,,
>,LLL,,,,,,
>,HGH,,,,,,
>,CQE,,,,,,
>,BGA,,,,,,
>,HLI,,,,,,
>,NWH,,,,,,
>,DUI,,,,,,
>,SIQ,,,,,,
>,DTL,,,,,,
>,VSL,,,,,,
>,HSN,,,,,,
>,MAD,,,,,,
>,ELD,,,,,,
>,MSB,,,,,,
>,PNV,,,,,,
>,PTM,,,,,,
>,ING,,,,,,
>,A4N,,,,,,
>,LNK,,,,,,
>,CKF,,,,,,
>,BGP,,,,,,
>,SLX,,,,,,
>,IMD,,,,,,
>,CTT,,,,,,
>,MAF,,,,,,
>,VGB,,,,,,
>,SIG,,,,,,
>,AAC,,,,,,
>,JIN,,,,,,
>,SLR,,,,,,
>,CUV,,,,,,
>,TUA,,,,,,
>,QPON,,,,,,
>,PRN,,,,,,
>,AX1,,,,,,
>,ASB,,,,,,
>,NWS,,,,,,
>,PWH,,,,,,
>,IEM,,,,,,
>,DXI,,,,,,
>,MGH,,,,,,
>,COF,,,,,,
>,WAF,,,,,,
>,SFY,,,,,,
>,IFRA,,,,,,
>,SDR,,,,,,
>,GEM,,,,,,
>,RSG,,,,,,
>,IEU,,,,,,
>,RBD,,,,,,
>,PL8,,,,,,
>,VIF,,,,,,
>,XARO,,,,,,
>,VSO,,,,,,
>,SGF,,,,,,
>,VBND,,,,,,
>,HCW,,,,,,
>,MCR,,,,,,
>,EHE,,,,,,
>,QAL,,,,,,
>,CIN,,,,,,
>,AD8,,,,,,
>,IDX,,,,,,
>,DJW,,,,,,
>,MICH,,,,,,
>,PGF,,,,,,
>,THL,,,,,,
>,SUBD,,,,,,
>,IAA,,,,,,
>,OBL,,,,,,
>,VVLU,,,,,,
>,QHAL,,,,,,
>,HACK,,,,,,
>,FCL,,,,,,
>,EQT,,,,,,
>,INR,,,,,,
>,NNUK,,,,,,
>,NCK,,,,,,
>,VDGR,,,,,,
>,ABB,,,,,,
>,VESG,,,,,,
>,VGE,,,,,,
>,CXL,,,,,,
>,KMD,,,,,,
>,ACL,,,,,,
>,RPL,,,,,,
>,ADT,,,,,,
>,ARU,,,,,,
>,ERA,,,,,,
>,FPR,,,,,,
>,BILL,,,,,,
>,RFF,,,,,,
>,WGB,,,,,,
>,VUL,,,,,,
>,WGX,,,,,,
>,URW,,,,,,
>,HPI,,,,,,
>,REG,,,,,,
>,TPW,,,,,,
>,ACDC,,,,,,
>,BRN,,,,,,
>,PPM,,,,,,
>,VDBA,,,,,,
>,VACF,,,,,,
>,RIC,,,,,,
>,OML,,,,,,
>,DVP,,,,,,
>,MVA,,,,,,
>,PMT,,,,,,
>,LRS,,,,,,
>,FLOT,,,,,,
>,SWM,,,,,,
>,RED,,,,,,
>,SNL,,,,,,
>,AGG,,,,,,
>,GMD,,,,,,
>,WHF,,,,,,
>,KKC,,,,,,
>,GRR,,,,,,
>,SYR,,,,,,
>,IMU,,,,,,
>,HTA,,,,,,
>,NBI,,,,,,
>,IFM,,,,,,
>,AGY,,,,,,
>,MOAT,,,,,,
>,ILB,,,,,,
>,WTN,,,,,,
>,VG1,,,,,,
>,PPC,,,,,,
>,QRI,,,,,,
>,RF1,,,,,,
>,MOT,,,,,,
>,DYL,,,,,,
>,OPH,,,,,,
>,MGX,,,,,,
>,ILC,,,,,,
>,MIR,,,,,,
>,SHV,,,,,,
>,KGN,,,,,,
>,AZS,,,,,,
>,HM1,,,,,,
>,TYR,,,,,,
>,PBH,,,,,,
,#VALUE!,,,,,,
